,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,EvoChain,can_hatch,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary,is_fire_type,is_water_type,is_grass_type,is_electric_type,is_ground_type,is_bug_type,is_normal_type,is_ice_type,is_flying_type,is_poison_type,is_fighting_type,is_rock_type,is_steel_type,is_fairy_type,is_dark_type,is_ghost_type,is_dragon_type,is_psychic_type,pure_type
141,"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,Pteraプテラ,Aerodactyl,71,True,88.1,142,70,95,150,59,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
142,"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,Kabigonカビゴン,Snorlax,72,True,88.1,143,65,110,30,460,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
143,"['Pressure', 'Snow Cloak']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,Freezerフリーザー,Articuno,73,False,,144,95,125,85,55.4,1,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
144,"['Pressure', 'Static']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,Thunderサンダー,Zapdos,74,False,,145,125,90,100,52.6,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
145,"['Pressure', 'Flame Body']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,3,Flame Pokémon,90,1250000,2,90,Fireファイヤー,Moltres,75,False,,146,125,85,90,60,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
146,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,Miniryuミニリュウ,Dratini,76,True,50.0,147,50,50,50,3.3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
147,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,4,61,Hakuryuハクリュー,Dragonair,76,False,50.0,148,70,70,70,16.5,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
148,"['Inner Focus', 'Multiscale']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,Kairyuカイリュー,Dragonite,76,False,50.0,149,100,100,80,210,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
149,"['Pressure', 'Unnerve']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,3,Genetic Pokémon,70,1250000,2,106,Mewtwoミュウツー,Mewtwo,77,False,,150,194,120,140,122,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
150,['Synchronize'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,Mewミュウ,Mew,78,False,,151,100,100,100,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
151,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,Chicoritaチコリータ,Chikorita,79,True,88.1,152,49,65,45,6.4,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
152,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,45,Leaf Pokémon,80,1059860,1.2,60,Bayleafベイリーフ,Bayleef,79,False,88.1,153,63,80,60,15.8,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
153,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,1.8,80,Meganiumメガニウム,Meganium,79,False,88.1,154,83,100,80,100.5,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
154,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,0.5,39,Hinoarashiヒノアラシ,Cyndaquil,80,True,88.1,155,60,50,65,7.9,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
155,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,45,Volcano Pokémon,58,1059860,0.9,58,Magmarashiマグマラシ,Quilava,80,False,88.1,156,80,65,80,19,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
156,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,45,Volcano Pokémon,78,1059860,1.7,78,Bakphoonバクフーン,Typhlosion,80,False,88.1,157,109,85,100,79.5,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
157,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,45,Big Jaw Pokémon,64,1059860,0.6,50,Waninokoワニノコ,Totodile,81,True,88.1,158,44,48,43,9.5,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
158,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,1.1,65,Alligatesアリゲイツ,Croconaw,81,False,88.1,159,59,63,58,25,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
159,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,2.3,85,Ordileオーダイル,Feraligatr,81,False,88.1,160,79,83,78,88.8,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
160,"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,3840,70,215,255,Scout Pokémon,34,1000000,0.8,35,Otachiオタチ,Sentret,82,True,50.0,161,35,45,20,6,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
161,"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,3840,70,415,90,Long Body Pokémon,64,1000000,1.8,85,Ootachiオオタチ,Furret,82,False,50.0,162,45,55,90,32.5,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
162,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,3840,70,262,255,Owl Pokémon,30,1000000,0.7,60,Hohoホーホー,Hoothoot,83,True,50.0,163,36,56,50,21.2,2,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
163,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,452,90,Owl Pokémon,50,1000000,1.6,100,Yorunozukuヨルノズク,Noctowl,83,False,50.0,164,86,96,70,40.8,2,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
164,"['Swarm', 'Early Bird', 'Rattled']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,3840,70,265,255,Five Star Pokémon,30,800000,1,40,Redibaレディバ,Ledyba,84,True,50.0,165,40,80,55,10.8,2,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
165,"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,90,Five Star Pokémon,50,800000,1.4,55,Redianレディアン,Ledian,84,False,50.0,166,55,110,85,35.6,2,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
166,"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,255,String Spit Pokémon,40,800000,0.5,40,Itomaruイトマル,Spinarak,85,True,50.0,167,40,40,30,8.5,2,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
167,"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,90,Long Leg Pokémon,70,800000,1.1,70,Ariadosアリアドス,Ariados,85,False,50.0,168,60,70,40,33.5,2,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
168,"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,90,Bat Pokémon,80,1000000,1.8,85,Crobatクロバット,Crobat,17,False,50.0,169,70,80,130,75,2,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
169,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,190,Angler Pokémon,38,1250000,0.5,75,Chonchieチョンチー,Chinchou,86,True,50.0,170,56,56,67,12,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,1.2,125,Lanternランターン,Lanturn,86,False,50.0,171,76,76,67,22.5,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,"['Static', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,190,Tiny Mouse Pokémon,15,1000000,0.3,20,Pichuピチュー,Pichu,10,True,50.0,172,35,35,60,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
172,"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,150,Star Shape Pokémon,28,800000,0.3,50,Pyピィ,Cleffa,14,True,24.6,173,45,55,15,3,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
173,"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,170,Balloon Pokémon,15,800000,0.3,90,Pupurinププリン,Igglybuff,16,True,24.6,174,40,20,15,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
174,"['Hustle', 'Serene Grace', 'Super Luck']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,245,190,Spike Ball Pokémon,65,800000,0.3,35,Togepyトゲピー,Togepi,87,True,88.1,175,40,65,20,1.5,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
175,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,2560,70,405,75,Happiness Pokémon,85,800000,0.6,55,Togechickトゲチック,Togetic,87,False,88.1,176,80,105,40,3.2,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
176,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,190,Little Bird Pokémon,45,1000000,0.2,40,Natyネイティ,Natu,88,True,50.0,177,70,45,70,2,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
177,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,75,Mystic Pokémon,70,1000000,1.5,65,Natioネイティオ,Xatu,88,False,50.0,178,95,70,95,15,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
178,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,235,Wool Pokémon,40,1059860,0.6,55,Merriepメリープ,Mareep,89,True,50.0,179,65,45,35,7.8,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
179,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,120,Wool Pokémon,55,1059860,0.8,70,Mokokoモココ,Flaaffy,89,False,50.0,180,80,60,45,13.3,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
180,"['Static', 'Plus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,45,Light Pokémon,105,1059860,1.4,90,Denryuデンリュウ,Ampharos,89,False,50.0,181,165,110,45,61.5,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
181,"['Chlorophyll', 'Healer']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,45,Flower Pokémon,95,1059860,0.4,75,Kireihanaキレイハナ,Bellossom,18,False,50.0,182,90,100,50,5.8,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
182,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,190,Aquamouse Pokémon,50,800000,0.4,70,Marilマリル,Marill,90,True,50.0,183,20,50,40,8.5,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
183,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,75,Aquarabbit Pokémon,80,800000,0.8,100,Marilliマリルリ,Azumarill,90,False,50.0,184,60,80,50,28.5,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
184,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,65,Imitation Pokémon,115,1000000,1.2,70,Usokkieウソッキー,Sudowoodo,91,True,50.0,185,30,65,30,38,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
185,"['Water Absorb', 'Damp', 'Drizzle']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,45,Frog Pokémon,75,1059860,1.1,90,Nyorotonoニョロトノ,Politoed,26,False,50.0,186,90,100,70,33.9,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
186,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,255,Cottonweed Pokémon,40,1059860,0.4,35,Haneccoハネッコ,Hoppip,92,True,50.0,187,35,55,50,0.5,2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
187,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,5120,70,340,120,Cottonweed Pokémon,50,1059860,0.6,55,Popoccoポポッコ,Skiploom,92,False,50.0,188,45,65,80,1,2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
188,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,5120,70,460,45,Cottonweed Pokémon,70,1059860,0.8,75,Wataccoワタッコ,Jumpluff,92,False,50.0,189,55,95,110,3,2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
189,"['Run Away', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,360,45,Long Tail Pokémon,55,800000,0.8,55,Eipamエイパム,Aipom,93,True,50.0,190,40,55,85,11.5,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
190,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,180,235,Seed Pokémon,30,1059860,0.3,30,Himanutsヒマナッツ,Sunkern,94,True,50.0,191,30,30,30,1.8,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
191,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,425,120,Sun Pokémon,55,1059860,0.8,75,Kimawariキマワリ,Sunflora,94,False,50.0,192,105,85,30,8.5,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
192,"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,1.2,65,Yanyanmaヤンヤンマ,Yanma,95,True,50.0,193,75,45,95,38,2,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
193,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,5120,70,210,255,Water Fish Pokémon,45,1000000,0.4,55,Upahウパー,Wooper,96,True,50.0,194,25,25,15,8.5,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,90,Water Fish Pokémon,85,1000000,1.4,95,Nuohヌオー,Quagsire,96,False,50.0,195,65,65,35,75,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,45,Sun Pokémon,60,1000000,0.9,65,Eifieエーフィ,Espeon,67,False,88.1,196,130,95,110,26.5,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
196,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1,95,Blackyブラッキー,Umbreon,67,False,88.1,197,60,130,65,27,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
197,"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,5120,35,405,30,Darkness Pokémon,42,1059860,0.5,60,Yamikarasuヤミカラス,Murkrow,97,True,50.0,198,85,42,91,2.1,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
198,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,70,Royal Pokémon,80,1000000,2,95,Yadokingヤドキング,Slowking,33,False,50.0,199,100,110,30,79.5,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
199,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,45,Screech Pokémon,60,800000,0.7,60,Mumaムウマ,Misdreavus,98,True,50.0,200,85,85,85,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
200,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,225,Symbol Pokémon,48,1000000,0.5,48,Unknownアンノーン,Unown,99,False,,201,72,48,48,5,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
201,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,45,Patient Pokémon,58,1000000,1.3,190,Sonansソーナンス,Wobbuffet,100,True,50.0,202,33,58,33,28.5,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
202,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,60,Long Neck Pokémon,65,1000000,1.5,70,Kirinrikiキリンリキ,Girafarig,101,True,50.0,203,90,65,85,41.5,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
203,"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,190,Bagworm Pokémon,90,1000000,0.6,50,Kunugidamaクヌギダマ,Pineco,102,True,50.0,204,35,35,15,7.2,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
204,"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,75,Bagworm Pokémon,140,1000000,1.2,75,Foretosフォレトス,Forretress,102,False,50.0,205,60,60,40,125.8,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
205,"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,190,Land Snake Pokémon,70,1000000,1.5,100,Nokocchiノコッチ,Dunsparce,103,True,50.0,206,65,65,45,14,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
206,"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,60,Flyscorpion Pokémon,105,1059860,1.1,65,Gligerグライガー,Gligar,104,True,50.0,207,35,65,85,64.8,2,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
